Site,meanOM,sdOM,meanOC,sdOC,meanCN,sdCN,medianGS,sdGS,meanClay,sdClay,meanSilt,sdSilt,meanSand,sdSand
ABUR,1.94125,0.4779786469671231,0.6279166666666667,0.2308957823756003,11.829583333333334,2.7630095110171107,77.77333333333333,4.825655771311129,4.345833333333333,0.5935443770572104,30.90875,4.1093734976852945,64.74583333333334,4.582761571715074
GOLB,1.1020833333333333,0.222807758171589,0.2925,0.035783163395774496,8.317916666666667,1.3488609660736355,121.44458333333333,7.347736699246188,3.1504166666666666,0.31845386215092536,17.3475,2.3931337468755864,79.50416666666666,2.6602368588017753
MICR,1.4516666666666667,0.31969641396401255,0.41583333333333333,0.12416387021459449,8.926666666666666,1.1157554144737707,89.48333333333333,63.34642275110978,10.011666666666667,3.8983102991431813,40.1825,15.248004930082692,49.80583333333333,19.10119457149136
MOHK,1.4841666666666666,0.33018988827467227,0.46875,0.1293566858492944,10.977083333333333,2.4796151159380373,89.22041666666667,31.073238937705064,5.858333333333333,5.380361767913305,29.675416666666667,18.506695845644312,64.46625,23.73770946286685
REFU,1.6129166666666668,0.5212650095152441,0.5570833333333334,0.23197599513492898,10.20375,2.303116626584979,86.55708333333334,21.634122499897696,5.214583333333334,3.933992306933822,28.162083333333335,12.4260434708953,66.62375,16.206872619623308
