DateTime,Depth,Temperature,Salinity,Sigma
2018-08-07T10:00:00Z,4.158,19.56,33.69,23.88
2018-08-07T10:00:00Z,4.207,19.51,33.69,23.89
2018-08-07T10:00:00Z,4.255,19.46,33.68,23.9
2018-08-07T10:00:00Z,4.303,19.42,33.68,23.9
2018-08-07T10:00:00Z,4.35,19.39,33.68,23.91
2018-08-07T10:00:00Z,4.396,19.35,33.67,23.92
2018-08-07T10:00:00Z,4.443,19.33,33.67,23.92
2018-08-07T10:00:00Z,4.489,19.31,33.67,23.93
2018-08-07T10:00:00Z,4.536,19.29,33.67,23.93
2018-08-07T10:00:00Z,4.585,19.27,33.67,23.94
2018-08-07T10:00:00Z,4.634,19.25,33.67,23.94
2018-08-07T10:00:00Z,4.684,19.24,33.67,23.95
2018-08-07T10:00:00Z,4.735,19.23,33.67,23.95
2018-08-07T10:00:00Z,4.788,19.22,33.67,23.95
2018-08-07T10:00:00Z,4.841,19.21,33.67,23.95
2018-08-07T10:00:00Z,4.895,19.21,33.67,23.95
2018-08-07T10:00:00Z,4.949,19.2,33.67,23.96
2018-08-07T10:00:00Z,5.005,19.19,33.67,23.96
2018-08-07T10:00:00Z,5.061,19.18,33.67,23.96
2018-08-07T10:00:00Z,5.116,19.16,33.67,23.97
2018-08-07T10:00:00Z,5.172,19.14,33.67,23.97
2018-08-07T10:00:00Z,5.227,19.12,33.67,23.98
2018-08-07T10:00:00Z,5.285,19.09,33.67,23.98
2018-08-07T10:00:00Z,5.344,19.06,33.67,23.99
2018-08-07T10:00:00Z,5.402,19.03,33.67,24
2018-08-07T10:00:00Z,5.461,19,33.66,24
2018-08-07T10:00:00Z,5.517,18.98,33.66,24
2018-08-07T10:00:00Z,5.573,18.97,33.66,24.01
2018-08-07T10:00:00Z,5.625,18.96,33.66,24.01
2018-08-07T10:00:00Z,5.676,18.95,33.67,24.01
2018-08-07T10:00:00Z,5.726,18.94,33.67,24.02
2018-08-07T10:00:00Z,5.772,18.93,33.67,24.02
2018-08-07T10:00:00Z,5.818,18.93,33.67,24.02
2018-08-07T10:00:00Z,5.863,18.92,33.66,24.02
2018-08-07T10:00:00Z,5.905,18.92,33.66,24.02
2018-08-07T10:00:00Z,5.946,18.92,33.67,24.02
2018-08-07T10:00:00Z,5.986,18.93,33.67,24.02
2018-08-07T10:00:00Z,6.023,18.93,33.67,24.02
2018-08-07T10:00:00Z,6.056,18.93,33.67,24.02
2018-08-07T14:00:00Z,0.995,22.17,33.74,23.21
2018-08-07T14:00:00Z,1.047,22.17,33.74,23.21
2018-08-07T14:00:00Z,1.102,22.17,33.74,23.21
2018-08-07T14:00:00Z,1.16,22.17,33.74,23.21
2018-08-07T14:00:00Z,1.218,22.16,33.74,23.22
2018-08-07T14:00:00Z,1.278,22.16,33.74,23.22
2018-08-07T14:00:00Z,1.336,22.16,33.74,23.22
2018-08-07T14:00:00Z,1.395,22.15,33.74,23.22
2018-08-07T14:00:00Z,1.453,22.15,33.74,23.22
2018-08-07T14:00:00Z,1.51,22.15,33.74,23.22
2018-08-07T14:00:00Z,1.567,22.15,33.74,23.22
2018-08-07T14:00:00Z,1.623,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.68,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.738,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.796,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.855,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.915,22.14,33.74,23.22
2018-08-07T14:00:00Z,1.977,22.14,33.74,23.22
2018-08-07T14:00:00Z,2.042,22.14,33.74,23.22
2018-08-07T14:00:00Z,2.111,22.14,33.74,23.22
2018-08-07T14:00:00Z,2.182,22.14,33.74,23.22
2018-08-07T14:00:00Z,2.258,22.13,33.74,23.23
2018-08-07T14:00:00Z,2.336,22.12,33.74,23.23
2018-08-07T14:00:00Z,2.418,22.12,33.74,23.23
2018-08-07T14:00:00Z,2.499,22.11,33.74,23.23
2018-08-07T14:00:00Z,2.579,22.11,33.74,23.23
2018-08-07T14:00:00Z,2.66,22.11,33.74,23.23
2018-08-07T14:00:00Z,2.737,22.1,33.74,23.23
2018-08-07T14:00:00Z,2.813,22.09,33.74,23.24
2018-08-07T14:00:00Z,2.885,22.09,33.74,23.24
2018-08-07T14:00:00Z,2.955,22.08,33.74,23.24
2018-08-07T14:00:00Z,3.022,22.07,33.74,23.24
2018-08-07T14:00:00Z,3.087,22.06,33.74,23.24
2018-08-07T14:00:00Z,3.151,22.05,33.74,23.25
2018-08-07T14:00:00Z,3.216,22.04,33.74,23.25
2018-08-07T14:00:00Z,3.281,22.02,33.74,23.26
2018-08-07T14:00:00Z,3.348,22.01,33.74,23.26
2018-08-07T14:00:00Z,3.417,21.98,33.74,23.27
2018-08-07T14:00:00Z,3.488,21.96,33.74,23.27
2018-08-07T14:00:00Z,3.559,21.93,33.74,23.28
2018-08-07T14:00:00Z,3.631,21.91,33.74,23.29
2018-08-07T14:00:00Z,3.702,21.88,33.74,23.3
2018-08-07T14:00:00Z,3.773,21.84,33.74,23.3
2018-08-07T14:00:00Z,3.844,21.8,33.74,23.32
2018-08-07T14:00:00Z,3.915,21.75,33.75,23.33
2018-08-07T14:00:00Z,3.987,21.69,33.74,23.35
2018-08-07T14:00:00Z,4.061,21.63,33.74,23.36
2018-08-07T14:00:00Z,4.135,21.57,33.73,23.37
2018-08-07T14:00:00Z,4.212,21.51,33.73,23.39
2018-08-07T14:00:00Z,4.288,21.45,33.73,23.41
2018-08-07T14:00:00Z,4.366,21.39,33.73,23.42
2018-08-07T14:00:00Z,4.442,21.33,33.74,23.44
2018-08-07T14:00:00Z,4.518,21.26,33.74,23.46
2018-08-07T14:00:00Z,4.594,21.19,33.74,23.48
2018-08-07T14:00:00Z,4.668,21.1,33.73,23.5
2018-08-07T14:00:00Z,4.741,21.02,33.72,23.52
2018-08-07T14:00:00Z,4.812,20.94,33.72,23.54
2018-08-07T14:00:00Z,4.882,20.85,33.73,23.57
2018-08-07T14:00:00Z,4.948,20.74,33.73,23.59
2018-08-07T14:00:00Z,5.014,20.63,33.72,23.62
2018-08-07T14:00:00Z,5.077,20.52,33.7,23.64
2018-08-07T14:00:00Z,5.139,20.42,33.7,23.66
2018-08-07T14:00:00Z,5.199,20.33,33.69,23.68
2018-08-07T14:00:00Z,5.256,20.25,33.69,23.7
2018-08-07T14:00:00Z,5.314,20.17,33.69,23.72
2018-08-07T14:00:00Z,5.372,20.09,33.69,23.74
2018-08-07T14:00:00Z,5.432,20.02,33.69,23.75
2018-08-07T14:00:00Z,5.493,19.95,33.68,23.77
2018-08-07T14:00:00Z,5.556,19.89,33.68,23.78
2018-08-07T14:00:00Z,5.621,19.84,33.67,23.79
2018-08-07T14:00:00Z,5.685,19.79,33.67,23.81
2018-08-07T14:00:00Z,5.751,19.74,33.68,23.82
2018-08-07T14:00:00Z,5.815,19.69,33.68,23.84
2018-08-07T14:00:00Z,5.88,19.63,33.68,23.85
2018-08-07T14:00:00Z,5.939,19.58,33.67,23.86
2018-08-07T14:00:00Z,5.994,19.53,33.66,23.86
2018-08-07T14:00:00Z,6.041,19.49,33.65,23.87
2018-08-07T14:00:00Z,6.078,19.48,33.65,23.87
2018-08-07T18:00:00Z,0.686,22.84,33.75,23.04
2018-08-07T18:00:00Z,0.747,22.82,33.75,23.03
2018-08-07T18:00:00Z,0.813,22.82,33.74,23.03
2018-08-07T18:00:00Z,0.885,22.82,33.75,23.04
2018-08-07T18:00:00Z,0.961,22.81,33.75,23.04
2018-08-07T18:00:00Z,1.04,22.8,33.76,23.05
2018-08-07T18:00:00Z,1.122,22.79,33.76,23.05
2018-08-07T18:00:00Z,1.204,22.76,33.76,23.06
2018-08-07T18:00:00Z,1.287,22.74,33.76,23.07
2018-08-07T18:00:00Z,1.367,22.7,33.76,23.08
2018-08-07T18:00:00Z,1.446,22.65,33.76,23.09
2018-08-07T18:00:00Z,1.521,22.59,33.76,23.11
2018-08-07T18:00:00Z,1.593,22.53,33.76,23.13
2018-08-07T18:00:00Z,1.661,22.46,33.75,23.14
2018-08-07T18:00:00Z,1.727,22.41,33.75,23.16
2018-08-07T18:00:00Z,1.789,22.34,33.76,23.18
2018-08-07T18:00:00Z,1.849,22.28,33.75,23.19
2018-08-07T18:00:00Z,1.907,22.21,33.75,23.21
2018-08-07T18:00:00Z,1.967,22.16,33.74,23.22
2018-08-07T18:00:00Z,2.027,22.1,33.74,23.23
2018-08-07T18:00:00Z,2.091,22.05,33.74,23.25
2018-08-07T18:00:00Z,2.159,22,33.74,23.26
2018-08-07T18:00:00Z,2.233,21.95,33.74,23.27
2018-08-07T18:00:00Z,2.312,21.91,33.73,23.28
2018-08-07T18:00:00Z,2.395,21.88,33.73,23.29
2018-08-07T18:00:00Z,2.48,21.84,33.74,23.3
2018-08-07T18:00:00Z,2.567,21.8,33.74,23.32
2018-08-07T18:00:00Z,2.653,21.76,33.73,23.32
2018-08-07T18:00:00Z,2.739,21.73,33.73,23.33
2018-08-07T18:00:00Z,2.824,21.7,33.73,23.34
2018-08-07T18:00:00Z,2.908,21.67,33.73,23.34
2018-08-07T18:00:00Z,2.992,21.65,33.73,23.35
2018-08-07T18:00:00Z,3.077,21.63,33.73,23.35
2018-08-07T18:00:00Z,3.161,21.61,33.73,23.36
2018-08-07T18:00:00Z,3.247,21.59,33.73,23.36
2018-08-07T18:00:00Z,3.331,21.57,33.73,23.37
2018-08-07T18:00:00Z,3.414,21.55,33.73,23.38
2018-08-07T18:00:00Z,3.497,21.52,33.73,23.38
2018-08-07T18:00:00Z,3.576,21.5,33.72,23.39
2018-08-07T18:00:00Z,3.654,21.48,33.72,23.39
2018-08-07T18:00:00Z,3.728,21.46,33.72,23.4
2018-08-07T18:00:00Z,3.801,21.44,33.72,23.4
2018-08-07T18:00:00Z,3.87,21.42,33.72,23.41
2018-08-07T18:00:00Z,3.939,21.41,33.72,23.41
2018-08-07T18:00:00Z,4.007,21.39,33.72,23.42
2018-08-07T18:00:00Z,4.076,21.37,33.72,23.42
2018-08-07T18:00:00Z,4.144,21.36,33.72,23.42
2018-08-07T18:00:00Z,4.215,21.35,33.72,23.43
2018-08-07T18:00:00Z,4.286,21.34,33.72,23.43
2018-08-07T18:00:00Z,4.359,21.32,33.72,23.43
2018-08-07T18:00:00Z,4.431,21.31,33.72,23.44
2018-08-07T18:00:00Z,4.503,21.3,33.72,23.44
2018-08-07T18:00:00Z,4.572,21.29,33.72,23.44
2018-08-07T18:00:00Z,4.641,21.28,33.72,23.44
2018-08-07T18:00:00Z,4.707,21.27,33.72,23.45
2018-08-07T18:00:00Z,4.773,21.26,33.72,23.45
2018-08-07T18:00:00Z,4.836,21.25,33.72,23.45
2018-08-07T18:00:00Z,4.899,21.24,33.72,23.45
2018-08-07T18:00:00Z,4.961,21.23,33.72,23.45
2018-08-07T18:00:00Z,5.024,21.22,33.72,23.46
2018-08-07T18:00:00Z,5.088,21.22,33.72,23.46
2018-08-07T18:00:00Z,5.155,21.21,33.72,23.46
2018-08-07T18:00:00Z,5.222,21.2,33.72,23.46
2018-08-07T18:00:00Z,5.29,21.2,33.72,23.46
2018-08-07T18:00:00Z,5.357,21.19,33.72,23.46
2018-08-07T18:00:00Z,5.424,21.19,33.72,23.47
2018-08-07T18:00:00Z,5.488,21.18,33.72,23.47
2018-08-07T18:00:00Z,5.552,21.18,33.72,23.47
2018-08-07T18:00:00Z,5.614,21.18,33.72,23.47
2018-08-07T18:00:00Z,5.674,21.18,33.72,23.47
2018-08-07T18:00:00Z,5.733,21.18,33.72,23.47
2018-08-07T18:00:00Z,5.79,21.17,33.72,23.47
2018-08-07T18:00:00Z,5.845,21.17,33.72,23.47
2018-08-07T18:00:00Z,5.898,21.17,33.72,23.47
2018-08-07T18:00:00Z,5.948,21.17,33.72,23.48
2018-08-07T18:00:00Z,5.996,21.16,33.72,23.48
2018-08-07T18:00:00Z,6.044,21.16,33.72,23.48
2018-08-07T18:00:00Z,6.095,21.16,33.72,23.48
2018-08-07T18:00:00Z,6.15,21.16,33.72,23.48
2018-08-07T18:00:00Z,6.208,21.15,33.72,23.48
2018-08-07T18:00:00Z,6.271,21.14,33.72,23.48
2018-08-07T18:00:00Z,6.335,21.13,33.72,23.49
2018-08-07T18:00:00Z,6.402,21.12,33.72,23.49
2018-08-07T18:00:00Z,6.469,21.1,33.72,23.49
2018-08-07T18:00:00Z,6.537,21.09,33.72,23.5
2018-08-07T18:00:00Z,6.603,21.07,33.72,23.5
2018-08-07T18:00:00Z,6.67,21.06,33.72,23.5
2018-08-07T18:00:00Z,6.735,21.05,33.72,23.5
2018-08-07T18:00:00Z,6.8,21.04,33.72,23.51
2018-08-07T18:00:00Z,6.862,21.04,33.72,23.51
2018-08-07T18:00:00Z,6.919,21.04,33.72,23.51
2018-08-07T18:00:00Z,6.972,21.04,33.72,23.51
2018-08-07T18:00:00Z,7.019,21.03,33.72,23.51
2018-08-07T22:00:00Z,0.614,22.21,33.74,23.2
2018-08-07T22:00:00Z,0.631,22.21,33.74,23.2
2018-08-07T22:00:00Z,0.652,22.22,33.74,23.2
2018-08-07T22:00:00Z,0.677,22.22,33.74,23.2
2018-08-07T22:00:00Z,0.706,22.23,33.74,23.2
2018-08-07T22:00:00Z,0.741,22.24,33.74,23.19
2018-08-07T22:00:00Z,0.778,22.24,33.74,23.19
2018-08-07T22:00:00Z,0.818,22.25,33.74,23.19
2018-08-07T22:00:00Z,0.858,22.26,33.74,23.19
2018-08-07T22:00:00Z,0.896,22.25,33.74,23.19
2018-08-07T22:00:00Z,0.933,22.25,33.74,23.19
2018-08-07T22:00:00Z,0.972,22.23,33.74,23.2
2018-08-07T22:00:00Z,1.012,22.21,33.74,23.2
2018-08-07T22:00:00Z,1.053,22.18,33.75,23.22
2018-08-07T22:00:00Z,1.097,22.14,33.76,23.23
2018-08-07T22:00:00Z,1.144,22.1,33.75,23.25
2018-08-07T22:00:00Z,1.193,22.05,33.75,23.25
2018-08-07T22:00:00Z,1.247,22.01,33.74,23.26
2018-08-07T22:00:00Z,1.303,21.98,33.74,23.27
2018-08-07T22:00:00Z,1.362,21.95,33.74,23.28
2018-08-07T22:00:00Z,1.425,21.93,33.74,23.28
2018-08-07T22:00:00Z,1.487,21.92,33.73,23.28
2018-08-07T22:00:00Z,1.552,21.93,33.73,23.27
2018-08-07T22:00:00Z,1.617,21.95,33.73,23.26
2018-08-07T22:00:00Z,1.684,21.98,33.74,23.26
2018-08-07T22:00:00Z,1.751,21.99,33.75,23.27
2018-08-07T22:00:00Z,1.82,21.99,33.76,23.28
2018-08-07T22:00:00Z,1.891,21.95,33.77,23.3
2018-08-07T22:00:00Z,1.967,21.85,33.79,23.34
2018-08-07T22:00:00Z,2.045,21.7,33.8,23.39
2018-08-07T22:00:00Z,2.128,21.5,33.78,23.43
2018-08-07T22:00:00Z,2.211,21.3,33.75,23.46
2018-08-07T22:00:00Z,2.296,21.11,33.73,23.49
2018-08-07T22:00:00Z,2.38,20.96,33.71,23.52
2018-08-07T22:00:00Z,2.461,20.84,33.7,23.55
2018-08-07T22:00:00Z,2.537,20.75,33.7,23.57
2018-08-07T22:00:00Z,2.606,20.69,33.69,23.58
2018-08-07T22:00:00Z,2.67,20.65,33.7,23.59
2018-08-07T22:00:00Z,2.729,20.62,33.7,23.61
2018-08-07T22:00:00Z,2.79,20.6,33.7,23.61
2018-08-07T22:00:00Z,2.852,20.58,33.7,23.62
2018-08-07T22:00:00Z,2.917,20.56,33.7,23.62
2018-08-07T22:00:00Z,2.983,20.55,33.7,23.63
2018-08-07T22:00:00Z,3.047,20.54,33.7,23.63
2018-08-07T22:00:00Z,3.112,20.52,33.7,23.63
2018-08-07T22:00:00Z,3.174,20.52,33.7,23.63
2018-08-07T22:00:00Z,3.238,20.51,33.7,23.64
2018-08-07T22:00:00Z,3.302,20.5,33.7,23.64
2018-08-07T22:00:00Z,3.369,20.5,33.7,23.64
2018-08-07T22:00:00Z,3.436,20.49,33.7,23.64
2018-08-07T22:00:00Z,3.506,20.48,33.7,23.64
2018-08-07T22:00:00Z,3.577,20.47,33.7,23.65
2018-08-07T22:00:00Z,3.65,20.45,33.7,23.65
2018-08-07T22:00:00Z,3.723,20.43,33.7,23.66
2018-08-07T22:00:00Z,3.797,20.4,33.7,23.67
2018-08-07T22:00:00Z,3.871,20.37,33.7,23.67
2018-08-07T22:00:00Z,3.944,20.34,33.7,23.68
2018-08-07T22:00:00Z,4.014,20.32,33.69,23.68
2018-08-07T22:00:00Z,4.085,20.3,33.69,23.68
2018-08-07T22:00:00Z,4.153,20.28,33.69,23.69
2018-08-07T22:00:00Z,4.221,20.27,33.69,23.69
2018-08-07T22:00:00Z,4.287,20.25,33.69,23.7
2018-08-07T22:00:00Z,4.35,20.24,33.69,23.7
2018-08-07T22:00:00Z,4.41,20.24,33.69,23.7
2018-08-07T22:00:00Z,4.467,20.23,33.69,23.7
2018-08-07T22:00:00Z,4.52,20.22,33.69,23.7
2018-08-07T22:00:00Z,4.571,20.22,33.69,23.71
2018-08-07T22:00:00Z,4.622,20.21,33.69,23.71
2018-08-07T22:00:00Z,4.671,20.2,33.69,23.71
2018-08-07T22:00:00Z,4.722,20.19,33.69,23.71
2018-08-07T22:00:00Z,4.776,20.19,33.69,23.71
2018-08-07T22:00:00Z,4.83,20.18,33.69,23.71
2018-08-07T22:00:00Z,4.889,20.17,33.69,23.72
2018-08-07T22:00:00Z,4.949,20.17,33.69,23.72
2018-08-07T22:00:00Z,5.012,20.17,33.69,23.72
2018-08-07T22:00:00Z,5.076,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.142,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.208,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.273,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.337,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.398,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.459,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.517,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.576,20.15,33.69,23.72
2018-08-07T22:00:00Z,5.635,20.15,33.69,23.72
2018-08-07T22:00:00Z,5.695,20.15,33.69,23.72
2018-08-07T22:00:00Z,5.755,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.814,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.873,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.929,20.16,33.69,23.72
2018-08-07T22:00:00Z,5.985,20.16,33.69,23.72
2018-08-07T22:00:00Z,6.037,20.16,33.69,23.72
2018-08-07T22:00:00Z,6.086,20.16,33.69,23.72
2018-08-07T22:00:00Z,6.132,20.16,33.69,23.72
2018-08-07T22:00:00Z,6.172,20.17,33.69,23.72
2018-08-07T22:00:00Z,6.207,20.17,33.69,23.72
2018-08-08T02:00:00Z,0.637,21.57,33.74,23.38
2018-08-08T02:00:00Z,0.68,21.57,33.74,23.38
2018-08-08T02:00:00Z,0.727,21.56,33.74,23.39
2018-08-08T02:00:00Z,0.775,21.55,33.74,23.39
2018-08-08T02:00:00Z,0.829,21.54,33.74,23.39
2018-08-08T02:00:00Z,0.887,21.53,33.74,23.39
2018-08-08T02:00:00Z,0.95,21.52,33.74,23.39
2018-08-08T02:00:00Z,1.018,21.51,33.74,23.4
2018-08-08T02:00:00Z,1.087,21.5,33.74,23.4
2018-08-08T02:00:00Z,1.157,21.5,33.74,23.4
2018-08-08T02:00:00Z,1.222,21.49,33.74,23.4
2018-08-08T02:00:00Z,1.284,21.48,33.74,23.41
2018-08-08T02:00:00Z,1.341,21.47,33.74,23.41
2018-08-08T02:00:00Z,1.394,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.444,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.49,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.535,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.58,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.627,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.678,21.46,33.74,23.41
2018-08-08T02:00:00Z,1.732,21.45,33.75,23.42
2018-08-08T02:00:00Z,1.788,21.43,33.75,23.42
2018-08-08T02:00:00Z,1.847,21.41,33.75,23.43
2018-08-08T02:00:00Z,1.907,21.37,33.75,23.44
2018-08-08T02:00:00Z,1.968,21.33,33.74,23.45
2018-08-08T02:00:00Z,2.03,21.3,33.73,23.45
2018-08-08T02:00:00Z,2.092,21.27,33.73,23.45
2018-08-08T02:00:00Z,2.155,21.26,33.73,23.45
2018-08-08T02:00:00Z,2.217,21.25,33.73,23.46
2018-08-08T02:00:00Z,2.279,21.24,33.73,23.46
2018-08-08T02:00:00Z,2.337,21.23,33.74,23.47
2018-08-08T02:00:00Z,2.392,21.21,33.74,23.48
2018-08-08T02:00:00Z,2.444,21.19,33.74,23.48
2018-08-08T02:00:00Z,2.494,21.15,33.74,23.5
2018-08-08T02:00:00Z,2.543,21.09,33.75,23.52
2018-08-08T02:00:00Z,2.588,21.01,33.75,23.54
2018-08-08T02:00:00Z,2.634,20.92,33.74,23.56
2018-08-08T02:00:00Z,2.678,20.83,33.73,23.58
2018-08-08T02:00:00Z,2.721,20.74,33.73,23.6
2018-08-08T02:00:00Z,2.766,20.65,33.73,23.62
2018-08-08T02:00:00Z,2.812,20.56,33.72,23.64
2018-08-08T02:00:00Z,2.859,20.48,33.71,23.65
2018-08-08T02:00:00Z,2.909,20.41,33.72,23.67
2018-08-08T02:00:00Z,2.962,20.35,33.72,23.7
2018-08-08T02:00:00Z,3.016,20.28,33.73,23.72
2018-08-08T02:00:00Z,3.074,20.22,33.72,23.73
2018-08-08T02:00:00Z,3.132,20.17,33.72,23.74
2018-08-08T02:00:00Z,3.191,20.14,33.71,23.74
2018-08-08T02:00:00Z,3.251,20.11,33.7,23.74
2018-08-08T02:00:00Z,3.308,20.1,33.71,23.75
2018-08-08T02:00:00Z,3.363,20.08,33.71,23.76
2018-08-08T02:00:00Z,3.413,20.06,33.72,23.77
2018-08-08T02:00:00Z,3.46,20.02,33.72,23.78
2018-08-08T02:00:00Z,3.502,19.97,33.72,23.79
2018-08-08T02:00:00Z,3.54,19.9,33.72,23.82
2018-08-08T02:00:00Z,3.574,19.81,33.72,23.84
2018-08-08T02:00:00Z,3.607,19.71,33.7,23.85
2018-08-08T02:00:00Z,3.638,19.62,33.69,23.86
2018-08-08T02:00:00Z,3.67,19.54,33.68,23.88
2018-08-08T02:00:00Z,3.701,19.46,33.68,23.89
2018-08-08T02:00:00Z,3.737,19.4,33.68,23.91
2018-08-08T02:00:00Z,3.776,19.35,33.67,23.92
2018-08-08T02:00:00Z,3.818,19.31,33.67,23.93
2018-08-08T02:00:00Z,3.863,19.27,33.68,23.94
2018-08-08T02:00:00Z,3.911,19.24,33.68,23.95
2018-08-08T02:00:00Z,3.961,19.21,33.68,23.96
2018-08-08T02:00:00Z,4.01,19.18,33.68,23.97
2018-08-08T02:00:00Z,4.061,19.15,33.68,23.98
2018-08-08T02:00:00Z,4.112,19.12,33.68,23.98
2018-08-08T02:00:00Z,4.164,19.08,33.68,24
2018-08-08T02:00:00Z,4.216,19.03,33.68,24
2018-08-08T02:00:00Z,4.268,18.99,33.68,24.02
2018-08-08T02:00:00Z,4.321,18.95,33.67,24.02
2018-08-08T02:00:00Z,4.375,18.91,33.67,24.03
2018-08-08T02:00:00Z,4.428,18.88,33.67,24.03
2018-08-08T02:00:00Z,4.483,18.86,33.67,24.04
2018-08-08T02:00:00Z,4.536,18.83,33.67,24.05
2018-08-08T02:00:00Z,4.59,18.81,33.67,24.05
2018-08-08T02:00:00Z,4.642,18.78,33.67,24.06
2018-08-08T02:00:00Z,4.692,18.76,33.67,24.06
2018-08-08T02:00:00Z,4.741,18.73,33.66,24.07
2018-08-08T02:00:00Z,4.786,18.7,33.66,24.08
2018-08-08T02:00:00Z,4.828,18.68,33.66,24.08
2018-08-08T02:00:00Z,4.869,18.66,33.66,24.08
2018-08-08T02:00:00Z,4.907,18.64,33.66,24.09
2018-08-08T02:00:00Z,4.943,18.62,33.66,24.09
2018-08-08T02:00:00Z,4.979,18.61,33.66,24.09
2018-08-08T02:00:00Z,5.012,18.6,33.66,24.1
2018-08-08T02:00:00Z,5.044,18.59,33.66,24.1
2018-08-08T02:00:00Z,5.072,18.59,33.66,24.1
2018-08-08T02:00:00Z,5.099,18.58,33.66,24.1
2018-08-08T02:00:00Z,5.122,18.58,33.66,24.1
2018-08-08T02:00:00Z,5.141,18.58,33.66,24.1
2018-08-08T06:00:00Z,0.933,21.28,33.74,23.46
2018-08-08T06:00:00Z,0.946,21.28,33.74,23.46
2018-08-08T06:00:00Z,0.96,21.28,33.74,23.46
2018-08-08T06:00:00Z,0.974,21.28,33.74,23.46
2018-08-08T06:00:00Z,0.989,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.007,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.029,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.056,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.089,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.129,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.172,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.216,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.261,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.305,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.346,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.389,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.432,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.477,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.526,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.576,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.626,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.676,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.724,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.766,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.805,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.839,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.869,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.894,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.918,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.941,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.966,21.28,33.74,23.46
2018-08-08T06:00:00Z,1.993,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.02,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.051,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.085,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.122,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.161,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.205,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.252,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.303,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.359,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.416,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.472,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.528,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.581,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.635,21.28,33.74,23.46
2018-08-08T06:00:00Z,2.687,21.27,33.74,23.46
2018-08-08T06:00:00Z,2.737,21.27,33.74,23.46
2018-08-08T06:00:00Z,2.788,21.27,33.74,23.46
2018-08-08T06:00:00Z,2.837,21.27,33.74,23.46
2018-08-08T06:00:00Z,2.882,21.27,33.74,23.46
2018-08-08T06:00:00Z,2.925,21.27,33.74,23.46
