ID,Site,Year,Depth,Core,Cumul_value_3.9um,Cumul_value_31um,Cumul_value_62.5um,Cumul_value_125um,Diameter_5perc,Diameter_7perc,Diameter_10perc,Diameter_16perc,Diameter_50perc,Diameter_84perc,Diameter_90perc,Diameter_95perc,Diameter_98perc,perc_Clay,perc_Silt,perc_Sand
300_114,ABUR,2016,10,B,2.291705012,9.007184982,13.08427286,53.80999947,13.19846106,22.38078022,36.81658554,72.15740204,120.2989769,173.3075485,190.9489288,215.8731079,243.9500351,2.291705012,10.79256785,86.91572714
300_115,ABUR,2016,20,T,3.875645638,15.65370607,31.90220547,85.42499924,5.776838064,9.814063549,17.01871586,32.44503307,80.20320511,122.3120804,136.4628601,155.2298965,175.834053,3.875645638,28.02655983,68.09779453
300_116,ABUR,2016,20,T,4.213873506,17.74778795,34.83020782,87.64500046,5.123272419,8.304682016,14.11289549,27.51298904,77.20207214,117.3258286,130.8081741,148.6780624,169.0847626,4.213873506,30.61633432,65.16979218
300_117,ABUR,2016,20,B,4.575784445,22.02097225,38.63710213,84.90999985,4.320068836,6.524854422,10.19701242,19.13319492,75.81741333,123.1399193,138.8666534,159.8510132,183.4719925,4.575784445,34.06131768,61.36289787
300_118,ABUR,2016,20,B,5.163651705,24.4018898,43.52932739,89.63500214,3.769559383,5.505705357,8.604893208,16.00981665,69.43654633,112.1805725,126.0621338,144.6594391,166.3616638,5.163651705,38.36567569,56.47067261
300_119,MOHK,2016,10,T,1.393408298,5.092531204,7.47344923,29.58499908,30.30224705,55.54415321,80.21931076,98.9303627,159.9239655,280.8201752,340.7727966,404.1847992,469.6514587,1.393408298,6.080040932,92.52655077
300_120,MOHK,2016,10,T,1.579211652,5.997609138,9.065466404,31.40999889,24.13676643,41.05018044,69.34403801,93.57175827,158.0890656,284.3697662,344.6609039,408.5441132,471.6262665,1.579211652,7.486254752,90.9345336
300_121,MOHK,2016,10,B,1.642743587,6.284234762,9.430814743,35.84000015,23.73154354,41.7567234,65.09332275,89.06832123,147.0979385,239.0360107,293.0523071,369.07901,444.7043762,1.642743587,7.788071156,90.56918526
300_122,MOHK,2016,10,B,2.087449133,8.513120413,12.8041749,32.26000023,13.85324669,23.43934059,43.00107384,80.2863121,163.5563889,327.3383331,379.0892334,439.2581482,485.5249023,2.087449133,10.71672577,87.1958251
300_123,MOHK,2016,20,T,4.464669943,19.61806774,33.26837349,78.17999649,4.514931679,7.052244663,11.32371616,22.28094196,84.11756516,137.6593475,155.8877945,180.761734,210.1798401,4.464669943,28.80370355,66.73162651
300_124,MOHK,2016,20,T,3.987443805,17.1826458,29.65162849,74.06999969,5.306936979,8.523340464,14.14969397,28.09641266,89.69472122,148.4980774,171.8208008,211.8860321,287.5380707,3.987443805,25.66418469,70.34837151
300_125,MOHK,2016,20,B,4.61640048,20.12354088,31.1476202,67.90499878,4.256590843,6.457933664,10.15835571,20.3761816,94.11048508,171.1828079,209.8632126,296.3095856,400.8627167,4.61640048,26.53121972,68.8523798
300_126,MOHK,2016,20,B,5.339081764,23.39804268,37.66079903,76.95499802,3.635429144,5.370440722,8.538294792,16.29048681,80.92681122,143.9098587,168.6361084,213.6445999,291.0919495,5.339081764,32.32171726,62.33920097
300_127,GOLB,2016,10,T,18.44101429,78.36600113,95.54767609,99.46500015,1.485711575,1.847125769,2.362500787,3.424144745,12.08456135,37.92451859,47.42599106,64.65707207,85.21353912,18.44101429,77.1066618,4.452323914
300_128,GOLB,2016,10,T,5.780705333,15.36019039,16.67708492,28.38999939,4.075300694,6.558890343,12.26893783,42.89804649,212.3697128,313.4052277,347.6134033,389.9283142,448.1864319,5.780705333,10.89637959,83.32291508
300_129,GOLB,2016,10,B,2.44320786,9.552605152,16.94357204,54.46999931,11.94528341,19.59794617,34.97623253,60.21305847,116.6640167,258.7636948,334.175705,405.1549225,470.1209869,2.44320786,14.50036418,83.05642796
300_130,GOLB,2016,10,B,2.112491727,8.708715916,15.92750311,55.37000084,14.56307364,22.50196552,42.94223785,62.52172852,115.7394829,231.3213425,311.0614471,388.9791412,460.736969,2.112491727,13.81501138,84.07249689
300_131,GOLB,2016,20,T,3.166000247,11.97862959,19.24368572,51.49999809,7.634788752,12.40080261,22.06159306,51.83116341,122.349968,201.6698227,235.888649,292.9251099,381.9642792,3.166000247,16.07768548,80.75631428
300_132,GOLB,2016,20,T,3.472124219,13.42518902,21.55898285,54.57999992,6.548225641,10.47201824,17.96182823,44.15240097,116.8468628,195.5621414,228.6476135,283.065918,370.3095245,3.472124219,18.08685863,78.44101715
300_133,GOLB,2016,20,B,2.996003985,13.34020758,22.32547092,54.89499855,7.723383188,11.91691923,19.54062748,42.64304543,116.1322479,196.5187836,231.0656128,288.5663605,378.3632965,2.996003985,19.32946694,77.67452908
300_134,GOLB,2016,20,B,3.230933666,13.71458435,22.92853451,54.71500015,7.151715279,11.2053113,18.76816702,41.14774895,116.2749786,196.2673187,229.1521912,283.0420227,368.6920166,3.230933666,19.69760084,77.07146549
300_135,MICR,2016,10,T,4.134765506,20.68087006,40.35565758,62.74499893,4.953657389,7.781620264,12.26888084,22.11108398,78.02367401,361.0389252,404.7019348,458.3267517,493.8589478,4.134765506,36.22089207,59.64434242
300_136,MICR,2016,10,T,2.699070573,13.47979069,27.78305531,46.64500046,9.895339966,15.13691759,23.54624367,39.76481819,223.5831146,491.0992279,555.7053528,645.1545868,739.3537598,2.699070573,25.08398473,72.21694469
300_137,MICR,2016,10,B,4.364042163,20.61612511,35.36254406,53.61499977,4.700246334,7.196179628,11.24257469,21.44872284,113.6222382,364.7155609,408.9737549,460.0646515,494.5439606,4.364042163,30.9985019,64.63745594
300_138,MICR,2016,10,B,1.845233262,8.088094473,13.95418501,22.42499924,14.72570276,24.47932243,42.78960037,72.55651855,413.1823425,726.4231262,843.4456787,1006.064453,1215.422119,1.845233262,12.10895175,86.04581499
300_139,MICR,2016,20,T,7.246708393,27.81550312,37.32671738,49.28999901,2.784129977,3.794198751,5.838835716,10.79933739,127.4154587,323.0222321,376.1290741,437.061203,484.486908,7.246708393,30.08000898,62.67328262
300_140,MICR,2016,20,T,6.91328001,26.61981869,35.19205475,46.44000053,2.964483857,4.097740531,6.298717737,11.7238512,136.9785156,319.2253418,372.720993,433.6701813,482.9185181,6.91328001,28.27877474,64.80794525
300_141,MICR,2016,20,B,13.95974255,51.12737083,63.62137222,70.05500031,1.760700464,2.211337447,2.885748863,4.505066872,28.70552635,226.7922745,301.8280182,381.7291412,455.7240143,13.95974255,49.66162968,36.37862778
300_142,MICR,2016,20,B,8.634468079,31.10238075,38.90641975,45.63499832,2.43515265,3.200846076,4.628535032,8.460304737,149.8489532,361.9769135,405.291687,458.6292114,493.9497833,8.634468079,30.27195168,61.09358025
200_143,GOSL,2016,,T,3.966408372,16.75893736,23.41236401,36.68500042,5.584836721,8.505341053,14.05659103,32.11341476,165.6681213,340.8835602,388.7582703,446.8068848,488.8003998,3.966408372,19.44595563,76.58763599
200_144,GOSL,2016,,B,7.200322866,33.21882057,49.04999542,72.29999924,2.805371404,3.783756971,5.651866436,10.05286026,64.85720634,162.9573288,192.4786911,238.3042755,308.2312469,7.200322866,41.84967256,50.95000458
200_145,GOSL,2016,,T,5.682237625,32.81237411,48.26083374,68.12499809,3.573022008,4.921590567,7.176237583,11.65421963,71.27440643,187.5144882,234.9691391,310.4511108,401.0642548,5.682237625,42.57859612,51.73916626
200_146,GOSL,2016,,B,6.129423857,30.22598839,44.37279701,68.07999802,3.243884206,4.479403496,6.737021446,11.53163385,78.12339783,179.1331024,219.9349213,295.4546356,392.6044464,6.129423857,38.24337316,55.62720299
200_147,GOSL,2016,,T,5.740093946,29.04418564,44.1449337,65.86000061,3.40454936,4.826382875,7.388717175,12.62339163,77.96634293,219.3199997,295.6336975,378.8082428,454.1917419,5.740093946,38.40483975,55.8550663
200_148,GOSL,2016,,B,9.14111352,38.59617233,56.34775352,79.07999802,2.361533165,3.082496166,4.400084853,7.900946379,51.48611259,148.779274,194.4318619,263.5475845,330.5816879,9.14111352,47.20664001,43.65224648
200_149,GOSL,2016,,T,7.892026424,35.52462196,56.3372097,88.71500015,2.573759675,3.443410754,5.140681982,9.413486958,53.22183609,111.0395737,129.7625351,155.4033051,185.4260941,7.892026424,48.44518328,43.6627903
200_150,GOSL,2016,,B,8.889834166,40.8337841,64.35041618,94.46499634,2.383506298,3.14255619,4.572875977,8.323951006,43.52420235,93.66951752,108.2645874,127.1429596,147.8957748,8.889834166,55.46058202,35.64958382
200_151,ABURE,2016,,T,0.949760199,4.00875628,5.631566763,9.614999771,50.54025078,84.87469482,130.1127396,190.2421265,321.2621002,434.3453369,464.347641,490.926712,538.2059021,0.949760199,4.681806564,94.36843324
200_152,ABURE,2016,,B,0.79726392,3.231123805,5.085515738,10.04500008,61.48006248,90.62060165,124.1722488,166.6644058,304.6050262,424.2355804,457.5411682,487.2846832,530.3466492,0.79726392,4.288251817,94.91448426
200_153,ABURE,2016,,T,1.217999399,4.889799118,7.3636415,13.6449995,34.61848831,58.79494286,90.3935318,148.2247696,310.1808319,427.7875061,459.9442291,488.5845184,533.1853638,1.217999399,6.145642102,92.6363585
200_154,ABURE,2016,,B,1.715847492,7.401343584,10.64958858,15.80999947,16.10720396,28.81892109,56.662817,126.676342,306.5872345,425.6515961,458.5191345,487.8399963,531.6307068,1.715847492,8.933741093,89.35041142
200_155,ABURE,2016,,T,6.013587236,40.82861137,65.11357498,86.96500015,3.285497308,4.519728184,6.650644779,10.63294458,41.17686081,109.9707031,149.2074814,265.5896149,387.4207306,6.013587236,59.09998775,34.88642502
200_156,ABURE,2016,,B,14.12409163,52.77731323,76.84910583,96.77000046,1.663239062,2.096173763,2.778007865,4.604703665,28.00374317,76.38788986,91.72375488,111.7264023,134.3850632,14.12409163,62.72501421,23.15089417
300_157,IVEE,2017,10,T,13.88531065,63.44490814,88.7921257,99.55499649,,2.269773126,,4.464442492,17.91025925,,65.45109749,81.16978455,99.31074905,13.88531065,74.90681505,11.2078743
300_158,IVEE,2017,10,T,4.808449984,20.56967545,28.44224834,33.46500015,,5.883046865,,17.31443596,495.5415344,,1234.803711,1476.29187,1736.01825,4.808449984,23.63379836,71.55775166
300_159,IVEE,2017,10,T,5.792711735,25.10560989,34.86454964,41.26000023,,4.732816219,,12.66058493,321.3757782,,1036.786865,1313.174744,1610.989502,5.792711735,29.0718379,65.13545036
300_160,IVEE,2017,10,T,6.67920804,28.13069248,38.5535965,44.32999992,,4.123905182,,10.74027586,410.3289948,,1265.358582,1503.813904,1755.773132,6.67920804,31.87438846,61.4464035
300_161,IVEE,2017,10,B,19.91304207,77.84830093,97.64647675,100,,1.624284625,,3.165606737,11.66990995,,44.95871544,54.01612854,64.60059547,19.91304207,77.73343468,2.353523254
300_162,IVEE,2017,10,B,14.3773098,70.35697174,93.50747299,99.93999863,,2.285408258,,4.281466961,14.72949171,,54.54083824,67.51995087,82.84698486,14.3773098,79.13016319,6.492527008
300_163,IVEE,2017,10,B,7.710495949,35.58720779,51.44105148,65.02499771,,3.558407903,,8.843197823,59.06219673,,379.4609833,440.3758087,485.9579163,7.710495949,43.73055553,48.55894852
300_164,IVEE,2017,10,B,5.242774248,23.91586018,33.38971329,39.55999947,,5.227098227,,13.88666773,326.0441132,,1126.807312,1445.101929,1783.936951,5.242774248,28.14693904,66.61028671
300_165,IVEE,2017,20,T,2.26222837,8.211489916,13.38327026,44.95999908,,23.37949371,,70.05227661,133.9038696,,287.6789246,366.8153534,443.8786774,2.26222837,11.12104189,86.61672974
300_166,IVEE,2017,20,T,2.765145779,10.67161608,17.77463913,54.59499931,,15.62211657,,57.64315224,117.4064903,,242.0777206,317.9132843,408.5720825,2.765145779,15.00949335,82.22536087
300_167,IVEE,2017,20,T,2.400212407,8.656634331,13.50106049,44.45999908,,21.33854294,,70.36924362,134.7110138,,292.9160767,372.4846039,448.5185242,2.400212407,11.10084808,86.49893951
300_168,IVEE,2017,20,T,2.384510159,8.498776913,13.2090168,43.77000046,,21.81981087,,71.46918488,136.0907288,,309.0015564,384.6893463,457.2454071,2.384510159,10.82450664,86.7909832
300_169,IVEE,2017,20,B,3.075311661,11.66844416,18.53358459,51.40500069,,13.10532618,,53.90708542,122.4658356,,267.4595337,349.5055389,431.8425446,3.075311661,15.45827293,81.46641541
300_170,IVEE,2017,20,B,2.865276217,11.7036109,17.9906702,48.90499878,,13.345397,,54.18039703,126.9250412,,272.7334747,353.6734619,434.5643005,2.865276217,15.12539399,82.0093298
300_171,IVEE,2017,20,B,2.340016603,8.716546535,13.9581995,44.01999855,,21.90303707,,69.03054047,135.6382675,,303.6854858,380.8248444,454.4158936,2.340016603,11.6181829,86.0418005
300_172,IVEE,2017,20,B,3.13506794,12.4672327,19.02005196,48.35499954,,11.46468687,,50.37788963,128.0957375,,291.021286,371.4417725,447.9554138,3.13506794,15.88498402,80.97994804
300_173,REFU,2017,10,T,1.377447367,5.464220762,8.155624866,19.32999992,,50.46656227,,113.0514755,218.6847229,,422.3699493,468.1785126,498.0191803,1.377447367,6.7781775,91.84437513
300_174,REFU,2017,10,T,1.178856134,4.373814583,6.679240465,18.51000023,,66.68490982,,116.9557953,208.9463501,,412.1767731,462.48349,495.5712433,1.178856134,5.500384331,93.32075953
300_175,REFU,2017,10,T,1.271903098,4.761051416,7.173529863,17.97999954,,61.0712204,,118.0063934,218.4872055,,420.5441437,467.1643982,497.5827026,1.271903098,5.901626766,92.82647014
300_176,REFU,2017,10,T,2.042566061,8.44039011,12.30497599,29.68999958,,21.99332714,,84.25828171,175.2903061,,393.072525,450.2737732,490.3417511,2.042566061,10.26240993,87.69502401
300_177,REFU,2017,10,B,1.404725254,5.161946774,7.371425867,22.32499981,,57.07772636,,107.8415298,194.3107681,,405.1237946,458.5348511,493.9051056,1.404725254,5.966700613,92.62857413
300_178,REFU,2017,10,B,1.82409656,7.004365444,10.04248285,24.07499981,,31.078269,,99.30583954,197.4742279,,411.0568542,461.8883667,495.3570404,1.82409656,8.218386292,89.95751715
300_179,REFU,2017,10,B,3.448123217,15.20572567,23.00647926,43.64999962,,9.155448437,,34.27291584,142.3575974,,376.7718048,437.9128265,484.9216309,3.448123217,19.55835605,76.99352074
300_180,REFU,2017,10,B,0,1.552336752,4.708741426,15.48499966,,84.06600952,,126.8747406,256.6707764,,441.7509918,478.8239136,512.559021,0,4.708741426,95.29125857
300_181,REFU,2017,20,T,3.166056037,12.22875595,19.44104671,58.32999992,,12.73114538,,51.79860687,112.166275,,216.7958527,277.7380981,375.5715485,3.166056037,16.27499068,80.55895329
300_182,REFU,2017,20,T,4.012193918,15.91531849,26.11008263,69.88999939,,8.690036774,,31.47406197,95.98608398,,181.6646042,223.6845703,312.5181274,4.012193918,22.09788871,73.88991737
300_183,REFU,2017,20,T,3.395122647,13.71478176,21.76161098,63.46499825,,10.87583065,,43.0571537,105.5114479,,193.2850876,235.1324997,317.8170776,3.395122647,18.36648834,78.23838902
300_184,REFU,2017,20,T,4.030371189,15.97295094,26.3407774,68.90499878,,8.573429585,,31.16362286,96.3702774,,187.8474045,235.8250961,339.1441498,4.030371189,22.31040621,73.6592226
300_185,REFU,2017,20,B,4.454448342,17.3051095,28.05115891,71.20500183,,7.624104977,,27.99440098,93.73570633,,176.8733368,213.8623199,281.8169556,4.454448342,23.59671056,71.94884109
300_186,REFU,2017,20,B,4.062088966,15.78055716,26.31724453,68.75,,8.734476089,,31.88771629,96.40889359,,188.7509537,237.2632294,340.0005798,4.062088966,22.25515556,73.68275547
300_187,REFU,2017,20,B,3.42389524,13.85681915,22.33819771,62.28999901,,10.76573229,,42.02309227,105.8524094,,209.5583191,273.9295502,376.7419281,3.42389524,18.91430247,77.66180229
300_188,REFU,2017,20,B,3.465905786,13.53451395,22.18387985,64.33999825,,11.00596857,,44.30353737,103.500351,,199.4886475,253.7816696,352.5286255,3.465905786,18.71797407,77.81612015
300_189,AQUE,2017,10,T,2.060679197,8.156862259,12.07486296,50.73999977,,24.82572556,,73.14588547,123.9469986,,240.0195007,316.4012604,408.7908173,2.060679197,10.01418376,87.92513704
300_190,AQUE,2017,10,T,1.719652534,6.902381182,9.905174732,43.49499893,,32.00268841,,81.08715057,134.9016724,,277.1783295,358.3516235,438.6315155,1.719652534,8.185522199,90.09482527
300_191,AQUE,2017,10,T,1.565006614,6.011733532,8.695448875,41.66499901,,45.05381584,,84.31000519,137.6774979,,278.1880951,357.6130676,437.3083801,1.565006614,7.130442262,91.30455112
300_192,AQUE,2017,10,T,2.372282982,9.715354443,14.93817282,52.74499893,,19.55841446,,65.39635086,120.8963203,,244.6096802,324.6544037,415.9025421,2.372282982,12.56588984,85.06182718
300_193,AQUE,2017,10,B,2.446315169,9.932143211,16.00637436,56.36499786,,18.98921204,,62.13322258,115.5285072,,236.543335,320.4107513,414.5827789,2.446315169,13.56005919,83.99362564
300_194,AQUE,2017,10,B,2.508839846,10.34171915,15.91523695,53.46500015,,17.44083881,,62.65140915,119.6016426,,256.1397781,343.927124,430.4162903,2.508839846,13.4063971,84.08476305
300_195,AQUE,2017,10,B,2.383508801,9.905314922,15.53148031,58.35499954,,19.16943645,,63.55945396,113.3995094,,212.5672913,279.9487305,385.8204041,2.383508801,13.14797151,84.46851969
300_196,AQUE,2017,10,B,2.331332207,10.01919889,15.79949808,52.06999969,,18.7643795,,62.92418098,121.6182709,,276.8400421,363.4533997,443.9883118,2.331332207,13.46816587,84.20050192
300_197,AQUE,2017,20,T,3.369838238,14.09950161,26.01655388,81.01499939,,11.82971525,,40.30620003,87.7859726,,144.54702,163.5639877,185.0561752,3.369838238,22.64671564,73.98344612
300_198,AQUE,2017,20,T,3.386093378,13.98634386,26.5244379,81.81500244,,12.12756968,,40.23900223,86.82322311,,143.2674255,161.6220551,181.2156219,3.386093378,23.13834453,73.4755621
300_199,AQUE,2017,20,T,3.145012736,13.46415377,25.76693153,81.92499924,,13.08467293,,43.54862976,87.0667572,,143.0046158,161.2617569,180.8101349,3.145012736,22.6219188,74.23306847
300_200,AQUE,2017,20,T,2.87503624,12.2928071,22.99767017,78.42499924,,15.14225864,,49.08584595,91.36875153,,149.1311874,169.0821075,193.1219406,2.87503624,20.12263393,77.00232983
300_201,AQUE,2017,20,B,3.570017815,14.64516592,25.4437933,78.88999939,,10.3453908,,37.91924858,89.95996094,,148.6169357,168.7603149,192.9678726,3.570017815,21.87377548,74.5562067
300_202,AQUE,2017,20,B,4.186704397,17.80976582,30.35340023,82.40999985,,7.931468248,,25.90629578,84.53901672,,142.4977264,161.0434189,180.8783951,4.186704397,26.16669583,69.64659977
300_203,AQUE,2017,20,B,3.468691826,14.96798372,25.31659508,77.88000107,,10.28511572,,35.99416351,90.96189117,,150.894577,171.6805878,196.7885971,3.468691826,21.84790325,74.68340492
300_204,AQUE,2017,20,B,3.628711104,15.06689882,27.295784,80.86999893,,10.30331182,,35.73751163,87.22872543,,145.1243896,164.4253769,186.3294144,3.628711104,23.66707289,72.704216
300_205,AHND,2017,10,T,2.448557854,9.369791031,13.50326395,57.50499916,,20.44359684,,68.63751602,115.3890305,,198.1922836,238.151619,322.0440369,2.448557854,11.0547061,86.49673605
300_206,AHND,2017,10,T,1.974220097,8.216068268,11.89203501,56.97000122,,24.88184357,,72.32674789,116.3332939,,197.0973129,236.1726456,318.0520325,1.974220097,9.91781491,88.10796499
300_207,AHND,2017,10,T,1.930838525,8.066175938,11.54410648,56.02000046,,25.50417233,,73.27957153,117.4422722,,200.5706558,241.9497452,337.513092,1.930838525,9.613267958,88.45589352
300_208,AHND,2017,10,T,1.974101186,8.37033844,12.25099134,59.17000008,,24.34725094,,71.17855453,114.0507698,,189.3383942,221.1470261,278.6536942,1.974101186,10.27689016,87.74900866
300_209,AHND,2017,10,B,2.796028376,12.13335276,19.13639832,62.22499847,,14.11821461,,52.67526054,108.0389442,,199.1149216,254.3985977,367.5005646,2.796028376,16.34036994,80.86360168
300_210,AHND,2017,10,B,2.394886613,10.63646364,16.77609634,55,,17.52070522,,59.75190353,117.4601097,,233.8287277,314.3056946,409.7935944,2.394886613,14.38120973,83.22390366
300_211,AHND,2017,10,B,2.14816463,8.979190826,13.46755981,53.52999878,,22.02534771,,69.44571686,120.1047325,,216.534523,272.8797302,370.6266327,2.14816463,11.31939518,86.53244019
300_212,AHND,2017,10,B,2.292390704,9.328540325,14.30189419,58.57500076,,21.15915394,,66.35166168,113.9237747,,196.3380585,235.3736267,310.7891998,2.292390704,12.00950348,85.69810581
300_213,AHND,2017,20,T,3.700473428,15.81871462,27.45799351,81.17499924,,9.530334949,,31.71131802,87.18801498,,144.5963898,163.1022339,182.7579346,3.700473428,23.75752008,72.54200649
300_214,AHND,2017,20,T,3.035139441,12.97299957,23.4104681,77.34999847,,13.47560596,,46.33118248,92.04954529,,151.8597107,172.6472702,197.7586212,3.035139441,20.37532866,76.5895319
300_215,AHND,2017,20,T,3.267359853,13.94209623,22.66899776,75.27000046,,11.18821144,,44.11821175,94.56226349,,156.3011856,177.9987717,204.4097137,3.267359853,19.40163791,77.33100224
300_216,AHND,2017,20,T,2.854174495,12.36603975,20.48243427,74.9149971,,14.04819918,,52.64284515,95.98892593,,155.8643951,176.8889694,202.20121,2.854174495,17.62825978,79.51756573
300_217,AHND,2017,20,B,2.579955459,11.20927477,19.1211319,74.39500046,,16.84902143,,56.21774673,96.83486557,,156.7926178,177.9635925,203.6445618,2.579955459,16.54117644,80.8788681
300_218,AHND,2017,20,B,3.470117927,14.89888906,24.58122826,76.77499771,,10.29973507,,37.02448273,92.31287384,,153.3597717,174.6452408,200.1647339,3.470117927,21.11111033,75.41877174
300_219,AHND,2017,20,B,3.095082283,12.45861101,20.78544426,74.99000168,,13.25492191,,52.1884861,95.58488846,,156.2585526,177.6478806,203.5967026,3.095082283,17.69036198,79.21455574
300_220,AHND,2017,20,B,2.645237327,11.1230135,18.15318775,72.46500015,,16.77408314,,57.79186821,99.12708664,,160.3880768,182.2667999,208.5367432,2.645237327,15.50795043,81.84681225
300_221,ABUR,2017,10,T,1.805573285,7.110590696,10.01566458,51.63499832,,30.45251465,,79.42309952,123.0473824,,192.4777985,217.4507599,244.7760468,1.805573285,8.210091293,89.98433542
300_222,ABUR,2017,10,T,1.770140946,7.181655645,9.973959446,52.63499832,,30.01243973,,78.44789886,121.8281288,,193.7761078,221.0636749,250.5231018,1.770140946,8.2038185,90.02604055
300_223,ABUR,2017,10,T,1.947533786,7.975394249,11.56945038,53.95499992,,26.32896805,,75.02703857,120.1822701,,191.9713058,218.7486343,247.9756622,1.947533786,9.621916592,88.43054962
300_224,ABUR,2017,10,T,2.040689766,8.240999699,11.96310234,55.26499939,,25.23947811,,73.77203369,118.7599297,,190.3919754,215.5537491,243.7276535,2.040689766,9.922412574,88.03689766
300_225,ABUR,2017,10,B,2.738090992,10.63085651,15.16770506,58.32499886,,16.89955187,,65.0068531,115.1361427,,186.3662186,209.9028473,237.2004242,2.738090992,12.42961407,84.83229494
300_226,ABUR,2017,10,B,2.891593695,12.10937023,17.5069561,58.57999992,,13.87396526,,55.32726479,114.3396225,,189.8878403,216.915863,245.8911896,2.891593695,14.61536241,82.4930439
300_227,ABUR,2017,10,B,2.826498747,10.70349216,15.09551191,55.63499832,,16.41396666,,65.2784977,117.8757744,,190.6471176,217.3267975,246.9066925,2.826498747,12.26901317,84.90448809
300_228,ABUR,2017,10,B,3.921812654,16.80792141,24.35215282,63.34499931,,8.366402149,,28.63047886,107.0824432,,182.1114502,206.7233505,235.1217499,3.921812654,20.43034017,75.64784718
300_229,ABUR,2017,20,T,4.237793446,17.3049736,35.91374207,88.36999893,,8.377709866,,27.38418388,75.60041809,,129.2986984,147.6898117,168.7761307,4.237793446,31.67594862,64.08625793
300_230,ABUR,2017,20,T,3.811871767,15.88450289,33.85100746,86.68499756,,9.908515453,,31.45683193,77.88276291,,133.6433182,152.3496933,173.334671,3.811871767,30.03913569,66.14899254
300_231,ABUR,2017,20,T,4.871439219,21.89760303,41.7121067,89.61999893,,6.369321585,,19.89128113,70.82451248,,126.1072807,144.685463,166.4275131,4.871439219,36.84066749,58.2878933
300_232,ABUR,2017,20,T,2.844783306,12.37796497,28.91248608,85.26499557,,16.48625088,,44.62524796,81.74873352,,136.66642,155.2661972,175.755661,2.844783306,26.06770277,71.08751392
300_233,ABUR,2017,20,B,4.746045113,18.89264774,32.35051823,81.20999908,,6.715003967,,23.4763422,83.04956818,,146.8564453,168.9889603,194.8979034,4.746045113,27.60447311,67.64948177
300_234,ABUR,2017,20,B,3.814590573,15.10453796,27.28243828,79.39500046,,9.591548443,,35.18222237,87.64926529,,149.1880722,170.7019272,196.7797699,3.814590573,23.4678477,72.71756172
300_235,ABUR,2017,20,B,4.84052062,20.71800518,36.90665054,85.59499741,,6.348988533,,20.63691807,76.94521713,,136.5102158,155.7654953,176.6423111,4.84052062,32.06612992,63.09334946
300_236,ABUR,2017,20,B,4.532211304,18.76691818,34.55561256,84.95000076,,7.199120522,,23.91344261,79.02943802,,137.7768555,156.9252777,177.5835266,4.532211304,30.02340126,65.44438744
300_237,MOHK,2017,10,T,1.427676558,5.168015242,7.343027353,31.51499939,,56.55415916,,97.82897568,153.8231659,,309.0272369,382.1665497,454.5521698,1.427676558,5.915350795,92.65697265
300_238,MOHK,2017,10,T,1.348900676,4.676199913,6.605754137,28.07500076,,67.52473831,,102.5584564,161.2693176,,336.1130981,399.5809479,467.2875671,1.348900676,5.256853461,93.39424586
300_239,MOHK,2017,10,T,1.340051949,4.612776756,6.593877554,27.96000004,,67.32986832,,102.5476913,161.9632874,,340.8695984,404.1204681,469.5157166,1.340051949,5.253825605,93.40612245
300_240,MOHK,2017,10,T,1.272569656,4.088127136,5.932031631,28.19499874,,74.28206253,,103.5448303,158.8994522,,304.267395,377.2372437,449.7530975,1.272569656,4.659461975,94.06796837
300_241,MOHK,2017,10,B,1.23713392,4.117041469,5.83685565,25.48999977,,74.480793,,106.1229324,169.9457626,,368.5361938,429.6962891,481.2369232,1.23713392,4.59972173,94.16314435
300_242,MOHK,2017,10,B,1.349557877,4.50436306,6.423572063,27.14999962,,69.3283577,,103.3851662,165.1930847,,356.7178955,419.3087463,476.5665894,1.349557877,5.074014187,93.57642794
300_243,MOHK,2017,10,B,1.15474689,3.746880054,5.404539108,25.75500011,,78.69945526,,106.7760582,166.1557312,,348.6951447,411.0230713,472.7238312,1.15474689,4.249792218,94.59546089
300_244,MOHK,2017,10,B,1.336473823,4.375960588,6.264509916,27.13500023,,70.91432953,,103.8118706,164.2530212,,350.1306763,412.9926453,473.6524658,1.336473823,4.928036094,93.73549008
300_245,MOHK,2017,20,T,3.210772634,12.605196,21.40437984,62.23000145,,12.21168137,,48.14334488,105.6823235,,228.6972885,320.9833069,417.0771332,3.210772634,18.19360721,78.59562016
300_246,MOHK,2017,20,T,3.769027829,14.24291992,23.51376534,61.66499901,,9.651485443,,39.47902298,104.9930763,,275.1257019,368.8939362,448.8449554,3.769027829,19.74473751,76.48623466
300_247,MOHK,2017,20,T,3.518808722,13.66829538,22.49240208,58.31999969,,10.61608553,,42.01065254,110.052639,,307.7910919,388.6003571,460.8496704,3.518808722,18.97359335,77.50759792
300_248,MOHK,2017,20,T,3.53668797,13.99856997,24.02948475,61.48999977,,10.23971367,,40.25916672,104.1389236,,318.8062286,396.5511627,465.6758423,3.53668797,20.49279678,75.97051525
300_249,MOHK,2017,20,B,3.712359786,13.88425303,21.80317116,56.80999947,,9.761639118,,42.34493065,112.5268135,,322.0793152,397.6441803,466.3201752,3.712359786,18.09081137,78.19682884
300_250,MOHK,2017,20,B,4.100966215,17.24236679,27.49383831,63.35500145,,7.662188292,,26.80727386,100.7788315,,273.7754059,367.442688,448.0332642,4.100966215,23.3928721,72.50616169
